orf,localization,GPI,First signal position,SRP dependent,Loop,ORF length (codons),Signal to stop codon length,Pronounced direct SRP binding,Position of direct SRP binding,SRP binding unambiguously assigned,SRP prerecruitment
YLR015W,Cytonuclear,No,,,,505,,,,,
YLR016C,Cytonuclear,No,,,,204,,,,,
YLR017W,Cytonuclear,No,,,,337,,,,,
YLR018C,Exception,No,,,No,299,,,,,
YLR019W,Cytonuclear,No,,,,397,,,,,
YLR020C,TMD,No,12,Dependent,,538,526,Yes,67,Yes,Yes
YLR021W,Cytonuclear,No,,,,179,,,,,
YLR022C,Cytonuclear,No,,,,250,,,,,
YLR023C,TMD,No,259,,Yes,543,284,Yes,426,No,Yes
YLR024C,Cytonuclear,No,,,,1872,,,,,
YLR025W,Cytonuclear,No,,,,240,,,,,
YLR026C,TA,No,320,,No,340,20,,,,
YLR027C,Cytonuclear,No,,,,418,,,,,
YLR028C,Cytonuclear,No,,,,591,,,,,
YLR029C,Cytonuclear,No,,,,204,,,,,
YLR030W,Cytonuclear,No,,,,263,,,,,
YLR031W,Cytonuclear,No,,,,186,,,,,
YLR032W,Cytonuclear,No,,,,1169,,,,,
YLR033W,Cytonuclear,No,,,,502,,,,,
YLR034C,TMD,No,8,Dependent,No,473,465,No,,,Yes
YLR035C,Exception,No,,,,695,,,,,
YLR035C-A,Cytonuclear,No,,,,1155,,,,,
YLR036C,TMD,No,56,Dependent,Yes,203,147,No,,,Yes
YLR037C,SS,No,4,Independent,,124,120,,,,
YLR038C,Cytonuclear,No,,,,83,,,,,
YLR039C,Cytonuclear,No,,,,1056,,,,,
YLR040C,SS,Yes,13,Independent,,224,211,No,,,No
YLR042C,SS,Yes,9,Independent,Yes,161,152,No,,,No
YLR043C,Cytonuclear,No,,,,103,,,,,
YLR044C,Cytonuclear,No,,,,563,,,,,
YLR045C,Cytonuclear,No,,,,888,,,,,
YLR046C,Exception,No,,Dependent,,270,,,,,
YLR047C,TMD,No,34,Dependent,,686,652,,,,
YLR048W,Cytonuclear,No,,,,252,,,,,
YLR049C,Cytonuclear,No,,,,428,,,,,
YLR050C,TMD,No,11,Dependent,Yes,161,150,Yes,135,No,No
YLR051C,Cytonuclear,No,,,,217,,,,,
YLR052W,Cytonuclear,No,,,,250,,,,,
YLR053C,Cytonuclear,No,,,,108,,,,,
YLR054C,Exception,No,,,,724,,,,,
YLR055C,Cytonuclear,No,,,,602,,,,,
YLR056W,Exception,No,,,No,365,,,,,
YLR057W,Exception,No,,Independent,,849,,,,,
YLR058C,Cytonuclear,No,,,,469,,,,,
YLR059C,mito,No,,,,269,,,,,
YLR060W,Cytonuclear,No,,,,595,,,,,
YLR061W,Cytonuclear,No,,,,121,,,,,
YLR063W,Exception,No,,,,365,,,,,
YLR064W,TMD,No,25,Independent,No,273,248,Yes,85,No,Yes
YLR065C,TMD,No,19,Dependent,No,181,162,No,,,Yes
YLR066W,TMD,No,14,Dependent,No,184,170,No,,,Yes
YLR067C,mito,No,,,,965,,,,,
YLR068W,Cytonuclear,No,,,,151,,,,,
YLR069C,mito,No,,,,761,,,,,
YLR070C,Cytonuclear,No,,,,356,,,,,
YLR071C,Cytonuclear,No,,,,1082,,,,,
YLR072W,mito,No,,,,693,,Yes,684,,
YLR073C,Cytonuclear,No,,,,200,,,,,
YLR074C,Cytonuclear,No,,,,166,,,,,
YLR075W,Cytonuclear,No,,,,221,,,,,
YLR077W,TMD,No,83,,,583,500,,,,
YLR078C,TA,No,223,,,244,21,,,,
YLR079W,Cytonuclear,No,,,,284,,,,,
YLR080W,Exception,No,,Independent,,444,,,,,
YLR081W,TMD,No,68,,,574,506,,,,
YLR082C,Cytonuclear,No,,,,392,,,,,
YLR083C,SSTMD,No,6,Independent,No,667,661,No,,,Yes
YLR084C,SSTMD,No,6,Independent,Yes,1220,1214,No,,,Yes
YLR085C,Cytonuclear,No,,,,438,,,,,
YLR086W,Cytonuclear,No,,,,1418,,,,,
YLR087C,TMD,No,20,Dependent,,2958,2938,,,,
YLR088W,TMD,No,20,Dependent,No,614,594,No,,,Yes
YLR089C,Cytonuclear,No,,,,592,,,,,
YLR090W,mito,No,,,,459,,,,,
YLR091W,mito,No,,,,293,,,,,
YLR092W,Exception,No,,,No,893,,,,,
YLR093C,TA,No,230,,,253,23,,,,
YLR094C,Cytonuclear,No,,,,502,,,,,
YLR095C,Exception,No,,,,812,,,,,
YLR096W,Cytonuclear,No,,,,1147,,,,,
YLR097C,Cytonuclear,No,,,,344,,,,,
YLR098C,Cytonuclear,No,,,,648,,,,,
YLR099C,Cytonuclear,No,,,,394,,,,,
YLR099W-A,Cytonuclear,No,,,,87,,,,,
YLR100W,Exception,No,,,,347,,,,,
YLR102C,Cytonuclear,No,,,,265,,,,,
YLR103C,Cytonuclear,No,,,,650,,,,,
YLR104W,SS,No,6,Dependent,No,131,125,No,,,Yes
YLR105C,mito,No,,,,377,,,,,
YLR106C,Exception,No,,,,4910,,,,,
YLR107W,Cytonuclear,No,,,,404,,,,,
YLR108C,Cytonuclear,No,,,,485,,,,,
YLR109W,Cytonuclear,No,,,,176,,,,,
YLR110C,SS,Yes,3,Independent,Yes,133,130,No,,,No
YLR113W,Cytonuclear,No,,,,435,,,,,
YLR114C,Cytonuclear,No,,,,764,,,,,
YLR115W,Cytonuclear,No,,,,859,,,,,
YLR116W,Cytonuclear,No,,,,476,,,,,
YLR117C,Cytonuclear,No,,,,687,,,,,
YLR118C,Exception,No,,,,227,,,,,
YLR119W,Cytonuclear,No,,,,213,,,,,
YLR120C,SS,Yes,8,Independent,Yes,569,561,No,,,Yes
YLR121C,SS,Yes,3,Independent,,508,505,No,,,Yes
YLR125W,Cytonuclear,No,,,,136,,,,,
YLR126C,Cytonuclear,No,,,,251,,,,,
YLR127C,Cytonuclear,No,,,,853,,,,,
YLR128W,Cytonuclear,No,,,,269,,,,,
YLR129W,Exception,No,,,,943,,,,,
YLR130C,TMD,No,26,Dependent,No,422,396,Yes,160,No,Yes
YLR131C,Cytonuclear,No,,,,770,,,,,
YLR132C,mito,No,,,,290,,,,,
YLR133W,Cytonuclear,No,,,,582,,,,,
YLR134W,Exception,No,,,,563,,,,,
YLR135W,Cytonuclear,No,,,,748,,,,,
YLR136C,Cytonuclear,No,,,,285,,,,,
YLR137W,Cytonuclear,No,,,,367,,,,,
YLR138W,TMD,No,12,Dependent,No,985,973,No,,,Yes
YLR139C,mito,No,,,,643,,,,,
YLR141W,Cytonuclear,No,,,,363,,,,,
YLR142W,mito,No,,,,476,,,,,
YLR143W,Cytonuclear,No,,,,685,,,,,
YLR144C,Cytonuclear,No,,,,779,,,,,
YLR145W,TMD,No,85,,,201,116,,,,
YLR146C,Cytonuclear,No,,,,300,,,,,
YLR146W-A,Cytonuclear,No,,,,62,,,,,
YLR147C,Cytonuclear,No,,,,101,,,,,
YLR148W,Cytonuclear,No,,,,918,,,,,
YLR149C,Cytonuclear,No,,,,730,,,,,
YLR150W,Cytonuclear,No,,,,273,,,,,
YLR151C,Exception,No,,,,340,,,,,
YLR152C,Exception,No,,Dependent,,576,,,,,
YLR153C,Cytonuclear,No,,,,683,,,,,
YLR154C,Cytonuclear,No,,,,110,,,,,
YLR154C-G,Cytonuclear,No,,,,49,,,,,
YLR154C-H,Cytonuclear,No,,,,43,,,,,
YLR154W-C,Cytonuclear,No,,,,124,,,,,
YLR155C,SS,No,6,Independent,,362,356,,,,
YLR156C-A,Cytonuclear,No,,,,43,,,,,
YLR156W,Cytonuclear,No,,,,114,,,,,
YLR157C,SS,No,6,,,362,356,,,,
YLR157C-A,Cytonuclear,No,,,,440,,,,,
YLR157C-B,Cytonuclear,No,,,,1755,,,,,
YLR157C-C,Cytonuclear,No,,,,43,,,,,
YLR157W-D,Cytonuclear,No,,,,70,,,,,
YLR157W-E,Cytonuclear,No,,,,54,,,,,
YLR158C,SS,No,6,,,362,356,,,,
YLR159C-A,Cytonuclear,No,,,,43,,,,,
YLR159W,Cytonuclear,No,,,,114,,,,,
YLR160C,SS,No,6,,,362,356,,,,
YLR161W,Cytonuclear,No,,,,114,,,,,
YLR162W,Exception,No,,Dependent,,118,,,,,
YLR162W-A,Cytonuclear,No,,,,62,,,,,
YLR163C,mito,No,,,,462,,,,,
YLR164W,Exception,No,,,,168,,,,,
YLR165C,Cytonuclear,No,,,,254,,,,,
YLR166C,Cytonuclear,No,,,,871,,,,,
YLR167W,Cytonuclear,No,,,,152,,,,,
YLR168C,mito,No,,,,230,,,,,
YLR170C,Cytonuclear,No,,,,156,,,,,
YLR172C,Cytonuclear,No,,,,300,,,,,
YLR173W,TMD,No,53,Dependent,,608,555,Yes,109,Yes,Yes
YLR174W,Cytonuclear,No,,,,412,,,,,
YLR175W,Cytonuclear,No,,,,483,,,,,
YLR176C,Cytonuclear,No,,,,811,,,,,
YLR177W,Cytonuclear,No,,,,628,,,,,
YLR178C,Cytonuclear,No,,,,219,,,,,
YLR179C,Cytonuclear,No,,,,201,,,,,
YLR180W,Cytonuclear,No,,,,382,,,,,
YLR181C,Cytonuclear,No,,,,330,,,,,
YLR182W,Cytonuclear,No,,,,803,,,,,
YLR183C,Cytonuclear,No,,,,489,,,,,
YLR185W,Cytonuclear,No,,,,88,,,,,
YLR186W,Cytonuclear,No,,,,252,,,,,
YLR187W,Cytonuclear,No,,,,1026,,,,,
YLR188W,mito,No,,,,695,,,,,
YLR189C,Cytonuclear,No,,,,1198,,,,,
YLR190W,Cytonuclear,No,,,,491,,,,,
YLR191W,Exception,No,,,,386,,,,,
YLR192C,Cytonuclear,No,,,,265,,,,,
YLR193C,mito,No,,,,175,,,,,
YLR194C,SS,Yes,3,Independent,Yes,254,251,No,,,Yes
YLR195C,Cytonuclear,No,,,,455,,,,,
YLR196W,Cytonuclear,No,,,,576,,,,,
YLR197W,Cytonuclear,No,,,,504,,,,,
YLR199C,Cytonuclear,No,,,,276,,,,,
YLR200W,Cytonuclear,No,,,,114,,,,,
YLR201C,mito,No,,,,260,,,,,
YLR203C,mito,No,,,,436,,,,,
YLR204W,mito,No,,,,111,,,,,
YLR205C,Exception,No,,,,317,,,,,
YLR206W,Cytonuclear,No,,,,613,,,,,
YLR207W,SSTMD,No,2,Independent,,833,831,No,,,Yes
YLR208W,Cytonuclear,No,,,,297,,,,,
YLR209C,Cytonuclear,No,,,,311,,,,,
YLR210W,Cytonuclear,No,,,,460,,,,,
YLR211C,Cytonuclear,No,,,,226,,,,,
YLR212C,Cytonuclear,No,,,,473,,,,,
YLR213C,SS,No,4,Independent,,422,418,,,,
YLR214W,SSTMD,No,6,Independent,,686,680,No,,,Yes
YLR215C,Cytonuclear,No,,,,360,,,,,
YLR216C,Cytonuclear,No,,,,371,,,,,
YLR218C,Cytonuclear,No,,,,150,,,,,
YLR219W,Cytonuclear,No,,,,728,,,,,
YLR220W,Exception,No,,,No,322,,,,,
YLR221C,Cytonuclear,No,,,,220,,,,,
YLR222C,Cytonuclear,No,,,,817,,,,,
YLR223C,Cytonuclear,No,,,,1085,,,,,
YLR224W,Cytonuclear,No,,,,369,,,,,
YLR225C,Cytonuclear,No,,,,407,,,,,
YLR226W,Cytonuclear,No,,,,395,,,,,
YLR227C,Cytonuclear,No,,,,493,,,,,
YLR227W-A,Cytonuclear,No,,,,440,,,,,
YLR227W-B,Cytonuclear,No,,,,1755,,,,,
YLR228C,Exception,No,,,,814,,,,,
YLR229C,Cytonuclear,No,,,,191,,,,,
YLR231C,Cytonuclear,No,,,,453,,,,,
YLR233C,Cytonuclear,No,,,,699,,,,,
YLR234W,Cytonuclear,No,,,,656,,,,,
YLR237W,TMD,No,46,Independent,,598,552,No,,,Yes
YLR238W,TA,No,454,,,478,24,,,,
YLR239C,mito,No,,,,328,,,,,
YLR240W,Cytonuclear,No,,,,875,,,,,
YLR241W,TMD,No,35,Dependent,No,782,747,Yes,159,No,Yes
YLR242C,Exception,No,,,,321,,,,,
YLR243W,Exception,No,,,,272,,,,,
YLR244C,Cytonuclear,No,,,,387,,,,,
YLR245C,Cytonuclear,No,,,,142,,,,,
YLR246W,TMD,No,76,,,359,283,,,,
YLR247C,Cytonuclear,No,,,,1556,,,,,
YLR248W,Cytonuclear,No,,,,610,,,,,
YLR249W,Cytonuclear,No,,,,1044,,,,,
YLR250W,SS,No,7,Independent,No,234,227,No,,,No
YLR251W,Exception,No,,,,197,,,,,
YLR253W,mito,No,,,,569,,,,,
YLR254C,Cytonuclear,No,,,,189,,,,,
YLR256W,Cytonuclear,No,,,,1502,,,,,
YLR256W-A,Cytonuclear,No,,,,440,,,,,
YLR257W,Cytonuclear,No,,,,321,,,,,
YLR258W,Cytonuclear,No,,,,705,,,,,
YLR259C,mito,No,,,,572,,,,,
YLR260W,Cytonuclear,No,,,,687,,,,,
YLR261C,Cytonuclear,No,,,,108,,,,,
YLR262C,Cytonuclear,No,,,,215,,,,,
YLR262C-A,Cytonuclear,No,,,,64,,,,,
YLR263W,Cytonuclear,No,,,,827,,,,,
YLR264C-A,Cytonuclear,No,,,,38,,,,,
YLR264W,Cytonuclear,No,,,,67,,,,,
YLR265C,Exception,No,,Dependent,,342,,,,,
YLR266C,Exception,No,,,,701,,,,,
YLR267W,Cytonuclear,No,,,,570,,,,,
YLR268W,TA,No,188,,No,214,26,,,,
YLR270W,Cytonuclear,No,,,,350,,,,,
YLR271W,Cytonuclear,No,,,,274,,,,,
YLR272C,Exception,No,,,,1176,,,,,
YLR273C,Exception,No,,,,648,,,,,
YLR274W,Cytonuclear,No,,,,775,,,,,
YLR275W,Cytonuclear,No,,,,110,,,,,
YLR276C,Cytonuclear,No,,,,594,,,,,
YLR277C,Cytonuclear,No,,,,779,,,,,
YLR278C,Exception,No,,,,1341,,,,,
YLR281C,mito,No,,,,155,,,,,
YLR283W,mito,No,,,,314,,,,,
YLR284C,Cytonuclear,No,,,,280,,,,,
YLR285C-A,Exception,No,,,,56,,,,,
YLR285W,Cytonuclear,No,,,,261,,,,,
YLR286C,SS,No,3,Independent,No,562,559,No,,,Yes
YLR287C,Cytonuclear,No,,,,355,,,,,
YLR287C-A,Cytonuclear,No,,,,63,,,,,
YLR288C,Cytonuclear,No,,,,474,,,,,
YLR289W,mito,No,,,,645,,,,,
YLR290C,mito,No,,,,277,,,,,
YLR291C,Cytonuclear,No,,,,381,,,,,
YLR292C,Cytonuclear,No,,,,193,,,,,
YLR293C,Cytonuclear,No,,,,219,,,,,
YLR295C,mito,No,,,,124,,,,,
YLR297W,TMD,No,77,,,129,52,,,,
YLR298C,Cytonuclear,No,,,,231,,,,,
YLR299W,Exception,No,,Dependent,,660,,,,,
YLR300W,SS,No,6,Independent,Yes,448,442,No,,,Yes
YLR301W,Cytonuclear,No,,,,244,,,,,
YLR303W,Cytonuclear,No,,,,444,,,,,
YLR304C,Exception,No,,,,778,,,,,
YLR305C,Cytonuclear,No,,,,1900,,,,,
YLR306W,Cytonuclear,No,,,,188,,,,,
YLR307C-A,Cytonuclear,No,,,,87,,,,,
YLR307W,SS,No,6,Independent,,301,295,,,,
YLR308W,SS,No,10,Independent,,312,302,,,,
YLR309C,Cytonuclear,No,,,,911,,,,,
YLR310C,Cytonuclear,No,,,,1589,,,,,
YLR312C,Exception,No,,,,398,,,,,
YLR312W-A,mito,No,,,,253,,,,,
YLR313C,Cytonuclear,No,,,,530,,,,,
YLR314C,Cytonuclear,No,,,,520,,,,,
YLR315W,Cytonuclear,No,,,,153,,,,,
YLR316C,Cytonuclear,No,,,,322,,,,,
YLR318W,Cytonuclear,No,,,,884,,,,,
YLR319C,Cytonuclear,No,,,,788,,,,,
YLR320W,Cytonuclear,No,,,,1454,,,,,
YLR321C,Cytonuclear,No,,,,426,,,,,
YLR323C,Cytonuclear,No,,,,259,,,,,
YLR324W,Exception,No,,,No,523,,,,,
YLR325C,Cytonuclear,No,,,,78,,,,,
YLR326W,Exception,No,,,,240,,,,,
YLR327C,Cytonuclear,No,,,,86,,,,,
YLR328W,Cytonuclear,No,,,,401,,,,,
YLR329W,Exception,No,,,,264,,,,,
YLR330W,Cytonuclear,No,,,,671,,,,,
YLR332W,SSTMD,No,12,Independent,No,376,364,No,,,Yes
YLR333C,Cytonuclear,No,,,,108,,,,,
YLR335W,Cytonuclear,No,,,,720,,,,,
YLR336C,Exception,No,,,,899,,,,,
YLR337C,Cytonuclear,No,,,,817,,,,,
YLR340W,Cytonuclear,No,,,,312,,,,,
YLR341W,Cytonuclear,No,,,,477,,,,,
YLR342W,Exception,No,,,Yes,1876,,,,,
YLR342W-A,TMD,No,6,Dependent,,57,51,,,,
YLR343W,SS,Yes,9,Independent,,555,546,,,,
YLR344W,Cytonuclear,No,,,,127,,,,,
YLR345W,Cytonuclear,No,,,,509,,,,,
YLR346C,mito,No,,,,101,,,,,
YLR347C,Cytonuclear,No,,,,861,,,,,
YLR348C,mito,No,,,,298,,,,,
YLR350W,TMD,No,79,,No,216,137,No,,,No
YLR351C,mito,No,,,,291,,,,,
YLR352W,Cytonuclear,No,,,,807,,,,,
YLR353W,TMD,No,516,,,603,87,,,,
YLR354C,Cytonuclear,No,,,,335,,,,,
YLR355C,Cytonuclear,No,,,,395,,,,,
YLR356W,mito,No,,,,197,,,,,
YLR357W,Cytonuclear,No,,,,889,,,,,
YLR358C,Cytonuclear,No,,,,187,,,,,
YLR359W,Exception,No,,,,482,,,,,
YLR360W,Exception,No,,,,439,,,,,
YLR361C,TMD,No,10,,,578,568,Yes,61,Yes,Yes
YLR361C-A,Cytonuclear,No,,,,98,,,,,
YLR362W,Cytonuclear,No,,,,717,,,,,
YLR363C,Cytonuclear,No,,,,218,,,,,
YLR363W-A,Cytonuclear,No,,,,85,,,,,
YLR364W,Cytonuclear,No,,,,109,,,,,
YLR367W,Cytonuclear,No,,,,130,,,,,
YLR368W,Cytonuclear,No,,,,598,,,,,
YLR369W,mito,No,,,,657,,,,,
YLR370C,Cytonuclear,No,,,,178,,,,,
YLR371W,Exception,No,,,,1356,,,,,
YLR372W,TMD,No,72,,No,345,273,No,,,Yes
YLR373C,Cytonuclear,No,,,,901,,,,,
YLR375W,Cytonuclear,No,,,,343,,,,,
YLR376C,Exception,No,,,,242,,,,,
YLR377C,Cytonuclear,No,,,,348,,,,,
YLR378C,TMD,No,33,Dependent,No,480,447,No,,,Yes
YLR380W,Cytonuclear,No,,,,408,,,,,
YLR381W,Exception,No,,,,733,,,,,
YLR382C,mito,No,,,,894,,,,,
YLR383W,Cytonuclear,No,,,,1114,,,,,
YLR384C,Cytonuclear,No,,,,1349,,,,,
YLR385C,SS,No,7,,,132,125,,,,
YLR386W,Cytonuclear,No,,,,880,,,,,
YLR387C,Cytonuclear,No,,,,432,,,,,
YLR388W,Cytonuclear,No,,,,56,,,,,
YLR389C,SS,No,3,,,1027,1024,No,,,Yes
YLR390W,mito,No,,,,112,,,,,
YLR390W-A,SS,Yes,6,Independent,Yes,238,232,No,,,Yes
YLR392C,Cytonuclear,No,,,,518,,,,,
YLR393W,mito,No,,,,279,,,,,
YLR394W,Cytonuclear,No,,,,482,,,,,
YLR395C,mito,No,,,,78,,,,,
YLR396C,Exception,No,,,,691,,,,,
YLR397C,Cytonuclear,No,,,,780,,,,,
YLR398C,Cytonuclear,No,,,,1287,,,,,
YLR399C,Cytonuclear,No,,,,686,,,,,
YLR401C,Cytonuclear,No,,,,668,,,,,
YLR403W,Exception,No,,,,683,,,,,
YLR404W,TMD,No,13,Dependent,,285,272,Yes,75,Yes,Yes
YLR405W,Cytonuclear,No,,,,367,,,,,
YLR406C,Cytonuclear,No,,,,113,,,,,
YLR406C-A,SS,No,6,Independent,,49,43,,,,
YLR407W,Cytonuclear,No,,,,228,,,,,
YLR408C,Cytonuclear,No,,,,122,,,,,
YLR409C,Cytonuclear,No,,,,939,,,,,
YLR410W,Cytonuclear,No,,,,1146,,,,,
YLR410W-A,Cytonuclear,No,,,,438,,,,,
YLR410W-B,Cytonuclear,No,,,,1770,,,,,
YLR411W,TMD,No,43,Dependent,,241,198,,,,
YLR412C-A,Cytonuclear,No,,,,68,,,,,
YLR412W,Cytonuclear,No,,,,274,,,,,
YLR413W,SSTMD,No,5,Dependent,No,675,670,Yes,57,Yes,Yes
YLR414C,SSTMD,No,4,Dependent,No,263,259,No,,,Yes
YLR415C,Exception,No,,,,112,,,,,
YLR417W,Cytonuclear,No,,,,566,,,,,
YLR418C,Cytonuclear,No,,,,393,,,,,
YLR419W,Exception,No,,,,1435,,,,,
YLR420W,Cytonuclear,No,,,,364,,,,,
YLR421C,Cytonuclear,No,,,,156,,,,,
YLR422W,Cytonuclear,No,,,,1932,,,,,
YLR423C,Cytonuclear,No,,,,417,,,,,
YLR424W,Cytonuclear,No,,,,708,,,,,
YLR425W,Cytonuclear,No,,,,1307,,,,,
YLR426W,TMD,No,7,,,326,319,Yes,84,No,Yes
YLR427W,Cytonuclear,No,,,,670,,,,,
YLR429W,Cytonuclear,No,,,,651,,,,,
YLR430W,Cytonuclear,No,,,,2231,,,,,
YLR431C,Cytonuclear,No,,,,453,,,,,
YLR432W,Cytonuclear,No,,,,523,,,,,
YLR433C,Cytonuclear,No,,,,553,,,,,
YLR435W,Cytonuclear,No,,,,205,,,,,
YLR436C,Exception,No,,,,1274,,,,,
YLR437C,Cytonuclear,No,,,,133,,,,,
YLR438C-A,Cytonuclear,No,,,,89,,,,,
YLR438W,Cytonuclear,No,,,,424,,,,,
YLR439W,mito,No,,,,319,,,,,
YLR440C,Exception,No,,,,709,,,,,
YLR441C,Cytonuclear,No,,,,255,,,,,
YLR442C,Cytonuclear,No,,,,978,,,,,
YLR443W,TMD,No,26,Dependent,,448,422,No,,,Yes
YLR445W,Cytonuclear,No,,,,188,,,,,
YLR446W,Cytonuclear,No,,,,433,,,,,
YLR447C,Cytonuclear,No,,,,345,,,,,
YLR448W,Cytonuclear,No,,,,176,,,,,
YLR449W,Cytonuclear,No,,,,392,,,,,
YLR450W,TMD,No,22,Dependent,No,1045,1023,No,,,Yes
YLR451W,Exception,No,,,,886,,,,,
YLR452C,Exception,No,,,,698,,,,,
YLR453C,Cytonuclear,No,,,,395,,,,,
YLR454W,Exception,No,,,,2628,,,,,
YLR455W,Cytonuclear,No,,,,304,,,,,
YLR456W,Exception,No,,,,204,,,,,
YLR457C,Cytonuclear,No,,,,319,,,,,
YLR459W,Exception,No,,,No,394,,,,,
YLR460C,Cytonuclear,No,,,,376,,,,,
YLR461W,SS,No,4,Independent,,120,116,,,,
YLR462W,Cytonuclear,No,,,,202,,,,,
YLR464W,Cytonuclear,No,,,,216,,,,,
YLR466W,Exception,No,,,,1382,,,,,
YLR467W,Exception,No,,,,1789,,,,,
YML001W,Cytonuclear,No,,,,208,,,,,
YML002W,Cytonuclear,No,,,,737,,,,,
YML003W,Exception,No,,,,290,,,,,
YML004C,Cytonuclear,No,,,,326,,,,,
YML005W,Cytonuclear,No,,,,462,,,,,
YML006C,Cytonuclear,No,,,,774,,,,,
YML007C-A,mito,No,,,,36,,,,,
YML007W,Cytonuclear,No,,,,650,,,,,
YML008C,Cytonuclear,No,,,,383,,,,,
YML009C,mito,No,,,,70,,,,,
YML010W,Cytonuclear,No,,,,1063,,,,,
YML011C,Cytonuclear,No,,,,177,,,,,
YML012W,SSTMD,No,4,Independent,No,211,207,No,,,No
YML013W,Cytonuclear,No,,,,584,,,,,
YML014W,Cytonuclear,No,,,,279,,,,,
YML015C,Cytonuclear,No,,,,346,,,,,
YML016C,Cytonuclear,No,,,,692,,,,,
YML017W,Cytonuclear,No,,,,593,,,,,
YML018C,TMD,No,12,Dependent,No,393,381,Yes,76,No,Yes
YML019W,Exception,No,,,No,332,,,,,
YML020W,Cytonuclear,No,,,,664,,,,,
YML021C,Cytonuclear,No,,,,359,,,,,
YML022W,Cytonuclear,No,,,,187,,,,,
YML023C,Cytonuclear,No,,,,556,,,,,
YML024W,Cytonuclear,No,,,,136,,,,,
YML025C,mito,No,,,,286,,,,,
YML026C,Cytonuclear,No,,,,146,,,,,
YML027W,Exception,No,,,,385,,,,,
YML028W,Exception,No,,,,196,,,,,
YML029W,TMD,No,535,,,838,303,No,,,Yes
YML030W,mito,No,,,,159,,,,,
YML031W,TMD,No,31,Dependent,No,655,624,Yes,96,No,Yes
YML032C,Cytonuclear,No,,,,471,,,,,
YML034W,TMD,No,453,,,834,381,Yes,514,Yes,No
YML035C,Cytonuclear,No,,,,810,,,,,
YML036W,Cytonuclear,No,,,,181,,,,,
YML037C,Cytonuclear,No,,,,340,,,,,
YML038C,Exception,No,,Independent,No,442,,,,,
YML039W,Cytonuclear,No,,,,1755,,,,,
YML040W,Cytonuclear,No,,,,440,,,,,
YML041C,Cytonuclear,No,,,,280,,,,,
YML042W,Cytonuclear,No,,,,670,,,,,
YML043C,Cytonuclear,No,,,,507,,,,,
YML045W,Cytonuclear,No,,,,1755,,,,,
YML045W-A,Cytonuclear,No,,,,440,,,,,
YML046W,Cytonuclear,No,,,,629,,,,,
YML047C,TMD,No,29,Dependent,,352,323,,,,
YML048W,Exception,No,,,No,403,,,,,
YML049C,Exception,No,,,,1361,,,,,
YML050W,Exception,No,,,,311,,,,,
YML051W,Cytonuclear,No,,,,435,,,,,
YML052W,TMD,No,8,Dependent,No,302,294,Yes,65,Yes,Yes
YML053C,Cytonuclear,No,,,,212,,,,,
YML054C,Exception,No,,,,591,,,,,
YML054C-A,Cytonuclear,No,,,,52,,,,,
YML055W,TMD,No,39,Dependent,Yes,178,139,Yes,112,No,No
YML056C,Cytonuclear,No,,,,524,,,,,
YML057W,Cytonuclear,No,,,,604,,,,,
YML058W,Cytonuclear,No,,,,104,,,,,
YML058W-A,Cytonuclear,No,,,,68,,,,,
YML059C,Exception,No,,Independent,,1679,,,,,
YML060W,Cytonuclear,No,,,,376,,,,,
YML061C,SS,No,18,,,859,841,,,,
YML062C,Cytonuclear,No,,,,392,,,,,
YML063W,Cytonuclear,No,,,,255,,,,,
YML064C,Exception,No,,,,245,,,,,
YML065W,Exception,No,,,,914,,,,,
YML066C,TMD,No,7,Dependent,,369,362,,,,
YML067C,Exception,No,,Dependent,,352,,,,,
YML068W,Cytonuclear,No,,,,464,,,,,
YML069W,Cytonuclear,No,,,,552,,,,,
YML070W,Cytonuclear,No,,,,584,,,,,
YML071C,Cytonuclear,No,,,,607,,,,,
YML072C,Exception,No,,,No,1545,,,,,
YML073C,Cytonuclear,No,,,,176,,,,,
YML074C,Cytonuclear,No,,,,411,,,,,
YML075C,TMD,No,27,Dependent,No,1054,1027,Yes,125,Yes,Yes
YML076C,Exception,No,,,,944,,,,,
YML077W,Cytonuclear,No,,,,159,,,,,
YML078W,mito,No,,,,182,,,,,
YML079W,Cytonuclear,No,,,,201,,,,,
YML080W,Cytonuclear,No,,,,423,,,,,
YML081C-A,mito,No,,,,59,,,,,
YML081W,Exception,No,,,,1251,,,,,
YML082W,Cytonuclear,No,,,,649,,,,,
YML083C,Cytonuclear,No,,,,418,,,,,
YML085C,Cytonuclear,No,,,,447,,,,,
YML086C,mito,No,,,,526,,,,,
YML087C,TMD,No,15,Dependent,,312,297,,,,
YML088W,Cytonuclear,No,,,,668,,,,,
YML091C,mito,No,,,,1202,,,,,
YML092C,Cytonuclear,No,,,,250,,,,,
YML093W,Cytonuclear,No,,,,899,,,,,
YML094W,Cytonuclear,No,,,,163,,,,,
YML095C,Cytonuclear,No,,,,210,,,,,
YML096W,Cytonuclear,No,,,,525,,,,,
YML097C,Cytonuclear,No,,,,451,,,,,
YML098W,Cytonuclear,No,,,,167,,,,,
YML099C,Exception,No,,,,880,,,,,
YML100W,Exception,No,,,,1098,,,,,
YML100W-A,Exception,No,,,,57,,,,,
YML101C,Exception,No,,Dependent,No,117,,,,,
YML102W,Cytonuclear,No,,,,468,,,,,
YML103C,Cytonuclear,No,,,,1655,,,,,
