uniprot,gene,name
X5LPS1,CELE_F53B1.8 F53B1.8,
Q9XUV4,CELE_K02E2.1 K02E2.1,
O01582,CELE_K08B12.2 K08B12.2,dmd-7
K8FDX2,CELE_Y105E8B.1 Y105E8B.1,lev-11
O45732,CELE_T02E9.3 T02E9.3,dop-5
H2L0P8,CELE_Y95B8A.12 Y95B8A.12,prhg-1
Q20917,CELE_F57A8.6 F57A8.6,
A0A168H5R9,CELE_F47D2.7 F47D2.7,srt-20
A0A2C9C2Z1,CELE_ZK973.6 ZK973.6,anc-1
G5EFK8,CELE_F14B4.1 F14B4.1,
V6CLS1,CELE_Y73B6BL.30 Y73B6BL.30,blos-2
O45423,CELE_F31D4.8 F31D4.8,
Q22118,CELE_T03F7.6 T03F7.6,
B5U8M1,CELE_R09A8.1 R09A8.1,
O62468,CELE_Y45F10B.3 Y45F10B.3,
Q22954,CELE_F10G2.4 F10G2.4,
O45561,CELE_F54B8.3 F54B8.3,fbxa-69
O17352,CELE_F52D1.1 F52D1.1,aagr-4
W6RT83,CELE_Y73E7A.3 Y73E7A.3,
A0A0K3AT49,CELE_Y75B7AL.4 Y75B7AL.4,rga-4
Q95XN3,CELE_Y71G12B.11 Y71G12B.11,tln-1
Q22002,CELE_R166.1 R166.1,mab-10
Q9BPN3,CELE_Y32G9A.6 Y32G9A.6,nphp-2
O01889,CELE_R08F11.4 R08F11.4,
X5MK34,CELE_Y51F10.10 Y51F10.10,spe-48
B6VQ84,C23H4.4 CELE_C23H4.4,cest-7
Q9N442,CELE_Y37E11AL.9 Y37E11AL.9,
Q9U2B2,CELE_Y47H10A.1 Y47H10A.1,clp-3
D4PHA1,C49C3.8 CELE_C49C3.8,
P90743,C10C6.3 CELE_C10C6.3,
O17988,CELE_R08H2.5 R08H2.5,srh-122
V6CLX0,CELE_Y65B4A.2 Y65B4A.2,
F8Y421,CELE_W04H10.2 W04H10.2,
Q18559,C41A3.1 CELE_C41A3.1,pks-1
Q21781,CELE_R07A4.3 R07A4.3,
A9CZN9,CELE_E01A2.1 E01A2.1,
Q20955,CELE_F57G12.1 F57G12.1,
Q65CL5,CELE_W07B3.2 W07B3.2,gei-4
A0A078BQJ0,CELE_W10C8.1 W10C8.1,ccb-2
Q3V5H7,CELE_ZK185.4 ZK185.4,
Q21859,CELE_R09D1.3 R09D1.3,chil-17
Q17401,AC3.4 CELE_AC3.4,pqn-2
Q4W5S1,CELE_Y47G6A.31 Y47G6A.31,
G4SKK4,CELE_F55F8.9 F55F8.9,zipt-2.4
D3KZG4,CELE_Y38C1BA.4 Y38C1BA.4,
F5GUJ0,CELE_Y57G11B.2 Y57G11B.2,
A8DZ47,CELE_Y51A2B.9 Y51A2B.9,
A0A131MB33,CELE_F26D11.10 F26D11.10,che-7
A0A1T5HUU9,CELE_H05L14.3 H05L14.3,
U4PAR9,CELE_M02B7.5 M02B7.5,bris-1
Q9NAE3,CELE_Y51H4A.5 Y51H4A.5,
O17230,CELE_M01D1.1 M01D1.1,str-148
O45793,CELE_T19C9.2 T19C9.2,srh-112
Q23554,CELE_ZK622.1 ZK622.1,
O45858,CELE_T27E7.3 T27E7.3,
B5BM31,CELE_F20G2.3 F20G2.3,
O45915,CELE_Y32F6A.2 Y32F6A.2,snf-10
Q22145,CELE_T04A8.15 T04A8.15,him-18
A0A2R8F5N2,C34E10.12 CELE_C34E10.12,
H2KZK2,CELE_E02C12.8 E02C12.8,
O46012,CELE_ZK228.7 ZK228.7,srh-179
H2FLM4,CELE_Y57G11C.45 Y57G11C.45,nlp-56
O16586,CELE_F21E9.3 F21E9.3,ttr-37
Q2L6V7,CELE_T20D4.10 T20D4.10,
Q09946,CELE_F12A10.4 F12A10.4,nep-5
P91985,C50B6.11 CELE_C50B6.11,lgc-48
O61910,CELE_H27D07.4 H27D07.4,srw-137
D5MCP2,B0261.9 CELE_B0261.9,
Q75KS1,CELE_Y37F4.7 Y37F4.7,
O45812,CELE_T23G11.7 T23G11.7,
Q9XXJ5,CELE_Y102A5B.2 Y102A5B.2,clec-35
Q9N322,CELE_Y59H11AR.3 Y59H11AR.3,
O17955,CELE_M01B2.1 M01B2.1,kin-30
A0A0K3AX20,CELE_T04B8.5 T04B8.5,
Q9TZA8,C40A11.6 CELE_C40A11.6,
Q19132,CELE_F07A11.4 F07A11.4,
O44958,C34B2.9 CELE_C34B2.9,
Q9U2I0,CELE_Y41C4A.4 Y41C4A.4,crh-1
A5HU93,CELE_F09F9.5 F09F9.5,
G5EC62,CELE_Y17G7B.19 Y17G7B.19,
Q8I4A5,CELE_ZK892.1 ZK892.1,lec-3
Q19304,CELE_F10E7.10 F10E7.10,cutl-5
Q23323,CELE_ZC443.5 ZC443.5,ugt-18
O16198,C02A12.1 CELE_C02A12.1,gst-33
A0A0K3AWR8,C03H5.3 CELE_C03H5.3,
Q95ZT8,CELE_F42A9.7 F42A9.7,
V6CLC2,CELE_Y18H1A.3 Y18H1A.3,hgap-1
Q22056,CELE_T01C3.2 T01C3.2,
O16421,CELE_T05B4.12 T05B4.12,
Q9N4P5,CELE_T19D7.7 T19D7.7,
Q19350,CELE_F11C7.4 F11C7.4,crb-1
G4RZ45,C41D11.1 CELE_C41D11.1,eri-6
O45994,CELE_ZK1053.2 ZK1053.2,
Q1W0R5,CELE_F10G7.10 F10G7.10,
Q7YTI1,CELE_Y57G11C.46 Y57G11C.46,
Q93806,CELE_F58A3.4 F58A3.4,
O16735,CELE_K09F6.8 K09F6.8,fbxc-25
Q17555,C01F1.6 CELE_C01F1.6,
Q8MQ08,CELE_K07E12.1 K07E12.1,dig-1
Q22075,CELE_T01G9.3 T01G9.3,dma-1
Q22654,CELE_T21E8.5 T21E8.5,
Q18340,C31H1.1 CELE_C31H1.1,
H2FLK4,CELE_K08H10.1 K08H10.1,lea-1
G5EET4,CELE_F40G12.11 F40G12.11,
Q8MPZ6,CELE_R11G1.6 R11G1.6,
Q9XVE7,C04F12.8 CELE_C04F12.8,
Q8MQ25,CELE_F54D8.6 F54D8.6,
Q23459,CELE_ZK287.7 ZK287.7,
H9G2Z7,C30H6.12 CELE_C30H6.12,
Q9XX37,CELE_Y38H6C.21 Y38H6C.21,
O44772,CELE_K04F10.7 K04F10.7,
D6R8W7,C52E4.2 CELE_C52E4.2,mif-2
Q8I4F7,CELE_T22A3.4 T22A3.4,set-18
B1Q285,CELE_Y26G10.4 Y26G10.4,
O17037,CELE_T15B7.14 T15B7.14,
O76556,C09E8.2 CELE_C09E8.2,lips-7
Q9U1X3,CELE_Y62E10A.14 Y62E10A.14,memi-2
A0A0K3AUD7,CELE_F11E6.4 F11E6.4,
H2L0F5,CELE_W07B3.2 W07B3.2,gei-4
G5EEC5,CELE_F53B2.6 F53B2.6,ham-1
H2KYZ8,CELE_F55A12.2 F55A12.2,
Q17961,C14B1.2 CELE_C14B1.2,
Q23390,CELE_ZK1067.7 ZK1067.7,abu-14
A0A1X7RBL4,CELE_Y39A1A.15 Y39A1A.15,cnt-2
Q2XMY8,CELE_M162.11 M162.11,fbxa-194
H2FLI9,CELE_F11F1.1 F11F1.1,
Q93315,C31E10.7 CELE_C31E10.7,cytb-5.1
O17788,CELE_F11A5.3 F11A5.3,
O44612,CELE_R09B5.8 R09B5.8,cnc-3
A0A0S4XRS7,CELE_Y38A8.3 Y38A8.3,ulp-2
A0A2C9C3J1,CELE_F09G2.1 F09G2.1,
Q95Y99,CELE_M04F3.3 M04F3.3,
E8MDU8,CELE_T06D4.6 T06D4.6,
Q3Y409,CELE_F52E1.13 F52E1.13,lmd-3
O62286,CELE_H32K16.1 H32K16.1,slc-36.4
Q19442,CELE_F14B8.3 F14B8.3,pes-23
U4PC71,CELE_F56D6.5 F56D6.5,srz-20
Q93640,CELE_F30A10.1 F30A10.1,calm-1
O44705,C45H4.1 CELE_C45H4.1,srbc-16
W6RTH3,C18F3.2 CELE_C18F3.2,sax-7
A7LPI0,CELE_F57B1.9 F57B1.9,
O44532,CELE_T08B6.6 T08B6.6,str-166
O61792,CELE_R12E2.3 R12E2.3,rpn-8
Q966G3,CELE_R13D7.1 R13D7.1,str-41
Q9N3V2,CELE_Y47D7A.6 Y47D7A.6,
Q9GTE4,,
Q9U1Z4,CELE_Y60A3A.9 Y60A3A.9,tmed-4
V6CM00,CELE_Y34D9A.7 Y34D9A.7,
O44797,C50D2.3 CELE_C50D2.3,
Q6A4I6,CELE_F52A8.3 F52A8.3,
O17251,CELE_K02E7.7 K02E7.7,
A0A4V0IKF3,CELE_F54G2.1 F54G2.1,
Q9TXZ5,CELE_H23N18.2 H23N18.2,ugt-14
Q564Z3,CELE_F56H9.6 F56H9.6,
A0A168HBI5,CELE_Y47D7A.19 Y47D7A.19,
Q17461,B0240.2 CELE_B0240.2,spe-42
Q9XW19,CELE_Y18D10A.23 Y18D10A.23,
Q22828,CELE_T27A8.4 T27A8.4,
Q17649,C05C12.4 CELE_C05C12.4,
G5EDW9,CELE_D1043.1 D1043.1,ints-7
Q9GYQ2,C55F2.2 CELE_C55F2.2,ilys-4
Q19434,CELE_F13H8.9 F13H8.9,
Q9TYK0,CELE_Y66H1A.5 Y66H1A.5,
D0VWM3,C01B10.44 CELE_C01B10.44,
Q4W5T0,CELE_Y46H3A.7 Y46H3A.7,mrpl-39
V6CLX2,CELE_F26D12.1 F26D12.1,fkh-7
Q17452,B0218.8 CELE_B0218.8,clec-52
Q7K7J6,CELE_Y17G7B.5 Y17G7B.5,mcm-2
Q9XU26,CELE_F47H4.11 F47H4.11,fbxa-134
Q23563,CELE_ZK666.5 ZK666.5,clec-59
Q5LK46,CELE_F42A10.2 F42A10.2,nfm-1
W6RY35,CELE_Y92H12A.4 Y92H12A.4,ints-3
Q9U2Q1,CELE_Y26D4A.5 Y26D4A.5,
O62421,CELE_Y32F6B.1 Y32F6B.1,
O16680,CELE_ZK1240.3 ZK1240.3,
O76407,CELE_T10B5.3 T10B5.3,
Q20184,CELE_F38H4.8 F38H4.8,ech-2
G8JY65,CELE_F54C1.3 F54C1.3,mes-3
O01586,CELE_K09H11.4 K09H11.4,
A0A0K3AV97,B0348.4 CELE_B0348.4,egl-8
H1ZUV9,CELE_F31E3.12 F31E3.12,
Q9N499,CELE_Y110A2AL.9 Y110A2AL.9,
O44985,CELE_K02F2.3 K02F2.3,teg-4
Q9N3F7,CELE_Y53G8AR.9 Y53G8AR.9,
H9G2T7,CELE_F25H8.5 F25H8.5,dur-1
A0A168H2N7,CELE_T17A3.13 T17A3.13,sqst-5
H2L2G4,CELE_T04D3.4 T04D3.4,gcy-35
Q22028,CELE_R74.4 R74.4,dnj-16
Q9GV93,,osm-3
Q17948,C13G3.3 CELE_C13G3.3,pptr-2
Q86PI8,,
Q95QK5,CELE_F18A1.6 F18A1.6,alfa-1
A0A3P6PAT3,CELE_F44F4.15 F44F4.15,
Q9BK22,,glr-4
Q9GTH9,,
Q9NFM2,,phy
B3GWD7,CELE_T01G1.1 T01G1.1,klp-12
Q9BL94,CELE_Y18H1A.4 Y18H1A.4,
Q95Y38,CELE_Y77E11A.14 Y77E11A.14,
Q5VKT7,,
D5MCQ3,CELE_R10E4.2 R10E4.2,sup-26
H2L298,CELE_F40F8.5 F40F8.5,
G5EF99,CELE_ZK1128.7 ZK1128.7,
Q5FC49,CELE_K02E11.10 K02E11.10,
Q5WRM9,CELE_F11E6.11 F11E6.11,
H2KYX1,CELE_T14B4.4 T14B4.4,tsp-10
O17274,CELE_T27A1.4 T27A1.4,lgc-34
Q93762,CELE_F53C11.4 F53C11.4,
Q7YTV2,CELE_Y105E8B.2 Y105E8B.2,exoc-8
Q5TKA4,CELE_F46E10.1 F46E10.1,acs-1
D5MCQ1,CELE_R10E4.2 R10E4.2,sup-26
Q9U2V9,CELE_Y116A8A.9 Y116A8A.9,map-2
Q2Q330,,E01G4.6
A0A3P6NNV9,CELE_Y113G7B.23 Y113G7B.23,swsn-1
Q9TX86,,
U4PCD4,CELE_Y67D8A.2 Y67D8A.2,
Q9NA30,CELE_Y87G2A.3 Y87G2A.3,atg-4.1
Q9N3H3,CELE_Y53G8AL.2 Y53G8AL.2,nduf-9
Q8I4C1,CELE_Y60A3A.21 Y60A3A.21,
Q9U1X0,CELE_Y62E10A.6 Y62E10A.6,
Q2V4T1,CELE_ZK813.4 ZK813.4,
A0A2C9C367,C18H9.3 CELE_C18H9.3,gyf-1
Q8I4J0,CELE_F42F12.9 F42F12.9,nspc-10
Q9XXN4,CELE_T19A6.2 T19A6.2,ngp-1
Q8MNV2,C18F10.7 CELE_C18F10.7,
Q9TZL1,C08G5.6 CELE_C08G5.6,
Q7YWV1,CELE_T06G6.12 T06G6.12,
A0A168HB71,CELE_Y45G5AM.8 Y45G5AM.8,coh-4
Q7JKI4,CELE_R06A4.10 R06A4.10,acr-20
Q9GRV5,CELE_Y71A12B.4 Y71A12B.4,trp-4
Q8MNU5,C45G9.13 CELE_C45G9.13,nlp-43
Q95XM9,CELE_Y71G12B.8 Y71G12B.8,ddx-27
O44715,C46E10.7 CELE_C46E10.7,srh-99
Q9U316,CELE_Y105C5B.4 Y105C5B.4,srv-14
Q9N394,CELE_Y54H5A.3 Y54H5A.3,rbm-42
O44492,CELE_F15E6.7 F15E6.7,srv-4
G5ECA3,CELE_F16H9.1 F16H9.1,rgs-2
Q966A5,CELE_Y58A7A.4 Y58A7A.4,
Q9GYJ7,C46H11.6 CELE_C46H11.6,
Q93211,C15A11.7 CELE_C15A11.7,
V6CIX1,CELE_F15B10.2 F15B10.2,drh-1
G4S703,CELE_Y50D4A.1 Y50D4A.1,
Q20717,CELE_F53B7.4 F53B7.4,
A0A061AKM4,CELE_F59B8.1 F59B8.1,
Q21763,CELE_R05H5.3 R05H5.3,
A0A0K3AVN9,CELE_T03G11.1 T03G11.1,pqn-62
K8FDY0,CELE_F29G6.3 F29G6.3,hpo-34
H2KZA0,C41G11.4 CELE_C41G11.4,gnrr-4
O16343,CELE_F59D6.7 F59D6.7,chpf-2
D2N110,CELE_Y39A1B.2 Y39A1B.2,ptr-19
Q9N490,CELE_Y110A2AR.2 Y110A2AR.2,ubc-15
Q20614,CELE_F49E12.7 F49E12.7,
A0A168HAP7,CELE_Y39H10B.2 Y39H10B.2,
Q1ENI7,CELE_T10D4.1 T10D4.1,
Q17629,C04G2.1 CELE_C04G2.1,ttr-39
A0A0K3AX26,CELE_T25D3.4 T25D3.4,
J7S160,CELE_R05D7.3 R05D7.3,
A0A0K3ASB6,CELE_T10B5.4 T10B5.4,
G5EBJ1,CELE_F57A8.7 F57A8.7,
B1GRN6,CELE_Y102A5C.40 Y102A5C.40,
H2KZF9,C54G6.1 CELE_C54G6.1,madf-6
A0A2K5ATR3,CELE_F52H3.11 F52H3.11,
P91144,C37H5.1 CELE_C37H5.1,nex-4
Q688Z5,CELE_Y54G2A.37 Y54G2A.37,
A0A4V0IK40,C39B10.2 CELE_C39B10.2,lgc-41
A0A2K5ATT3,C07G2.5 CELE_C07G2.5,
Q21961,CELE_R12C12.2 R12C12.2,ran-5
Q9TYW8,CELE_W05E7.2 W05E7.2,srz-32
D4YW54,CELE_T22D1.17 T22D1.17,
V6CKP5,CELE_F42C5.5 F42C5.5,
A0A2C9C3D4,CELE_R03H10.11 R03H10.11,
Q20577,CELE_F48F7.7 F48F7.7,arrd-24
O18138,CELE_T26H2.5 T26H2.5,sqst-3
H2KY98,CELE_Y25C1A.7 Y25C1A.7,
Q8T3D2,CELE_T08G11.1 T08G11.1,
G5EBF4,CELE_T28H10.3 T28H10.3,
Q9XU38,CELE_F14F8.1 F14F8.1,str-61
G5EGT6,CELE_H02I12.8 H02I12.8,cyp-31a2
G5EGJ1,CELE_F57F5.2 F57F5.2,gcy-33
Q9GYR7,C23G10.6 CELE_C23G10.6,ugt-66
O02285,CELE_R11A5.3 R11A5.3,
A9D7R4,CELE_T24E12.6 T24E12.6,
H8ESF7,CELE_Y79H2A.3 Y79H2A.3,
C6KRP5,CELE_F02H6.5 F02H6.5,sqrd-1
F3Y5P2,CELE_W07A8.2 W07A8.2,ipla-3
A0A163VU66,CELE_F47C10.3 F47C10.3,nhr-186
O62369,CELE_T06G6.5 T06G6.5,
H2L051,CELE_T22B2.4 T22B2.4,sup-12
Q9XUW8,CELE_F58E10.4 F58E10.4,aip-1
A0A168H266,CELE_T21B10.5 T21B10.5,set-17
D3KZG5,CELE_Y17G9A.7 Y17G9A.7,str-174
Q0WKU4,CELE_H38K22.6 H38K22.6,
A0A1N7SYW0,CELE_W10G11.16 W10G11.16,lgc-45
H9G332,CELE_F47H4.1 F47H4.1,lsy-27
O62091,C37A5.4 CELE_C37A5.4,fipr-23
Q2V4U0,CELE_R153.1 R153.1,pde-4
A0A131MCR8,C38D4.5 CELE_C38D4.5,tag-325
A0A2K5ATY8,CELE_F55C5.17 F55C5.17,
A0A061AD51,CELE_T12G3.2 T12G3.2,
Q23220,CELE_W08D2.3 W08D2.3,dct-15
Q9BLC2,CELE_F12E12.6 F12E12.6,
A0A1X7RBR0,CELE_ZK1193.2 ZK1193.2,
Q9XUF4,C49C3.13 CELE_C49C3.13,clec-198
Q9XU48,CELE_T08G3.10 T08G3.10,srw-35
Q9GUE4,C50H11.9 CELE_C50H11.9,str-244
G1K104,CELE_M04C3.2 M04C3.2,
Q22339,CELE_T08A9.13 T08A9.13,
A0A2C9C3B3,CELE_K02E11.4 K02E11.4,
O01259,CELE_T20D3.8 T20D3.8,pigc-1
Q19784,CELE_F25F2.1 F25F2.1,
Q7YX98,C08E8.5 CELE_C08E8.5,
Q9XU45,B0379.1 CELE_B0379.1,
A0A486WV89,CELE_Y38E10A.1 Y38E10A.1,
Q9TXK5,CELE_K04F1.16 K04F1.16,srh-5
J7RNI7,CELE_D1054.3 D1054.3,
Q17801,C07G2.2 CELE_C07G2.2,atf-7
Q8WQB4,CELE_Y105E8A.8 Y105E8A.8,tcab-1
Q22625,CELE_T21B10.4 T21B10.4,
Q2L6X3,CELE_R02E4.1 R02E4.1,
Q95Y44,CELE_Y71F9B.16 Y71F9B.16,dnj-30
P91552,CELE_ZC239.9 ZC239.9,sri-48
Q8T7Y4,CELE_F23C8.13 F23C8.13,
Q8I0Z8,CELE_Y39B6A.43 Y39B6A.43,
D3KFW6,CELE_JC8.16 JC8.16,
O45371,CELE_F15H9.1 F15H9.1,
Q95X32,CELE_R09A1.5 R09A1.5,flp-34
O17852,CELE_F28G4.2 F28G4.2,
Q17927,C12D5.3 CELE_C12D5.3,
O62189,CELE_F31B9.1 F31B9.1,npr-33
Q7YWS1,CELE_T27E7.9 T27E7.9,
A0A1N7SZ06,B0416.1 CELE_B0416.1,tmc-2
Q9NA32,CELE_Y73F8A.27 Y73F8A.27,
G5EDM5,CELE_F36A2.3 F36A2.3,
O01312,C08F8.7 CELE_C08F8.7,rap-3
Q8MYN1,CELE_Y39B6A.30 Y39B6A.30,
Q7YWL9,CELE_ZK632.14 ZK632.14,
A0A0K3AVV8,CELE_T10B5.4 T10B5.4,
V6CLE3,CELE_Y18H1A.12 Y18H1A.12,col-47
Q18136,C24H10.5 CELE_C24H10.5,cal-5
Q86NI2,C06G3.5 CELE_C06G3.5,
A0A0K3AT91,C40C9.5 CELE_C40C9.5,nlg-1
A0A061AJ63,C04G2.10 CELE_C04G2.10,
U4PEP7,CELE_F37B4.15 F37B4.15,
O61765,C35E7.9 CELE_C35E7.9,
P91207,CELE_F07C4.7 F07C4.7,grsp-4
A0A4V0IKX4,CELE_F48E3.8 F48E3.8,
Q9XUK8,CELE_W05B5.2 W05B5.2,npr-14
A0A2K5ATY5,C05G5.2 CELE_C05G5.2,
Q21805,CELE_R07B7.15 R07B7.15,nhr-208
H2FLM3,C26H9A.2 CELE_C26H9A.2,wdfy-3
W6RR46,CELE_Y71G12B.31 Y71G12B.31,
P91502,CELE_T27A3.2 T27A3.2,usp-5
Q9XU39,CELE_F14F8.8 F14F8.8,
O45464,CELE_F36D3.8 F36D3.8,
Q18827,C54D10.3 CELE_C54D10.3,
A0A168H287,CELE_Y17G7B.2 Y17G7B.2,ash-2
M1Z882,CELE_Y41D4B.19 Y41D4B.19,npp-8
Q7JP65,CELE_F10D7.5 F10D7.5,
A0A1T5HV05,CELE_W03A5.6 W03A5.6,
Q9N4A5,CELE_Y77E11A.1 Y77E11A.1,hxk-3
H2KZ44,C46H11.10 CELE_C46H11.10,
G3MU45,C01A2.1 CELE_C01A2.1,
Q18244,C27B7.5 CELE_C27B7.5,
Q19415,CELE_F13E9.10 F13E9.10,
A8WFJ8,C28G1.5 CELE_C28G1.5,rcs-1
A0A061AD34,CELE_F23C8.14 F23C8.14,
H2KZQ8,CELE_F13B9.1 F13B9.1,
G5ECM2,C26C6.5 CELE_C26C6.5,dcp-66
A0A061AKX8,CELE_M04B2.7 M04B2.7,
Q20038,CELE_F35D11.9 F35D11.9,clec-138
Q9NA61,CELE_Y73F8A.8 Y73F8A.8,pqn-90
O45398,CELE_F22G12.4 F22G12.4,
Q19195,CELE_F08B4.4 F08B4.4,nlp-60
A7LPH1,B0001.3 CELE_B0001.3,
O18182,CELE_W09D10.2 W09D10.2,tat-3
Q21867,CELE_R09D1.12 R09D1.12,
Q9BIC2,CELE_T08B2.5 T08B2.5,rbm-5
P91559,CELE_ZC239.3 ZC239.3,
G5EE72,CELE_F14F4.3 F14F4.3,mrp-5
Q9XUI9,CELE_ZC334.1 ZC334.1,ins-26
Q38G52,CELE_F23A7.8 F23A7.8,
O17157,C24H12.4 CELE_C24H12.4,
Q9U2Y0,CELE_Y113G7B.2 Y113G7B.2,srh-217
S6FWQ9,CELE_Y43E12A.3 Y43E12A.3,
Q20451,CELE_F46B6.10 F46B6.10,
Q7KX06,CELE_Y61A9LA.12 Y61A9LA.12,
E0AHD4,CELE_F25C8.2 F25C8.2,amx-3
U4MKU8,CELE_ZK1098.10 ZK1098.10,unc-16
Q7YWR1,CELE_Y38E10A.25 Y38E10A.25,nspe-6
O44723,CELE_F49D11.4 F49D11.4,
A8WFF4,CELE_F56C9.6 F56C9.6,
A0A0K3AWB3,CELE_F25E2.5 F25E2.5,daf-3
O16551,C16C4.5 CELE_C16C4.5,math-15
H1UBJ0,CELE_F32F2.1 F32F2.1,uig-1
Q7YWS2,CELE_Y18D10A.24 Y18D10A.24,clec-105
A0A2C9C2W1,CELE_F28B12.2 F28B12.2,egl-44
Q9XVD4,C24H11.5 CELE_C24H11.5,
C0P265,CELE_F59B2.15 F59B2.15,
O44768,CELE_K04F10.6 K04F10.6,mut-2
Q8ITZ1,CELE_F39E9.12 F39E9.12,btb-18
A0A0K3AYC9,CELE_Y50D4C.1 Y50D4C.1,unc-34
Q7Z2A5,CELE_R02E12.2 R02E12.2,mop-25.1
Q18524,C39D10.3 CELE_C39D10.3,pcyt-2.2
Q21096,CELE_K01D12.6 K01D12.6,
A0A1N7SYS5,CELE_Y37D8A.17 Y37D8A.17,npp-25
H2KZK7,CELE_K02F2.1 K02F2.1,dpf-3
Q9N3Q5,CELE_Y48G1A.1 Y48G1A.1,
F1LIL7,CELE_F35D2.6 F35D2.6,
A0A2K5ATN9,CELE_Y47D9A.7 Y47D9A.7,
H9G328,C10C6.1 CELE_C10C6.1,kin-4
H2KZQ1,CELE_F12B6.2 F12B6.2,slc-17.6
G5EBL6,CELE_T05G11.7 T05G11.7,srw-53
C6KRM7,C36F7.4 CELE_C36F7.4,rig-5
Q9N5S7,CELE_F49H12.5 F49H12.5,txdc-12.2
Q965P0,CELE_Y22D7AL.16 Y22D7AL.16,
Q2EEM9,CELE_JC8.12 JC8.12,bus-12
P91179,C50F2.5 CELE_C50F2.5,
H2KZJ4,CELE_D2062.4 D2062.4,
A0A0K3AR23,CELE_F59E12.17 F59E12.17,
Q9N441,CELE_Y37E11AL.1 Y37E11AL.1,
O17659,C41G6.6 CELE_C41G6.6,irld-25
Q9TYQ3,CELE_K07G6.1 K07G6.1,
B7WNA3,CELE_R03C1.1 R03C1.1,
Q9XXT1,CELE_F19B2.3 F19B2.3,srw-39
D0VWN1,B0198.2 CELE_B0198.2,
Q22902,C16D9.1 CELE_C16D9.1,
Q7YTI9,CELE_Y71A12B.15 Y71A12B.15,
Q9XV29,CELE_F40D4.1 F40D4.1,srh-174
Q9XWW0,CELE_Y37D8A.11 Y37D8A.11,cec-7
Q19089,CELE_F01F1.10 F01F1.10,eng-1
Q20203,CELE_F40E10.3 F40E10.3,csq-1
A0A0K3AV92,B0348.4 CELE_B0348.4,egl-8
P91568,CELE_ZK354.8 ZK354.8,
A0A2C9C3E7,CELE_T24H10.7 T24H10.7,1-Jun
H2KY75,B0336.5 CELE_B0336.5,arle-14
U4PES1,CELE_Y67D8C.3 Y67D8C.3,
G5EG41,CELE_W05H12.1 W05H12.1,
O45546,CELE_F53A2.1 F53A2.1,
P91372,CELE_K11H12.7 K11H12.7,
A4UVL8,CELE_M01B2.12 M01B2.12,
Q93654,CELE_F30F8.3 F30F8.3,gras-1
O17685,C49F5.7 CELE_C49F5.7,
A4UVL6,CELE_F28B1.9 F28B1.9,
Q9N5H1,CELE_K12H6.5 K12H6.5,
O17125,CELE_F31F4.8 F31F4.8,srj-6
H2KYZ9,CELE_F55A12.4 F55A12.4,dhs-2
A5JYY2,CELE_ZK849.2 ZK849.2,gopc-1
Q9TXU2,CELE_H05C05.1 H05C05.1,
Q95QI3,CELE_F28F5.3 F28F5.3,lim-8
Q22792,CELE_T25G3.3 T25G3.3,
G5EES4,CELE_F32H2.11 F32H2.11,
Q9XXA1,CELE_VW02B12L.2 VW02B12L.2,
Q965Y1,CELE_Y37E11AL.7 Y37E11AL.7,map-1
Q9XWR3,CELE_Y11D7A.9 Y11D7A.9,
Q1ZXS4,CELE_T20F10.2 T20F10.2,
Q6AW03,CELE_Y37E3.17 Y37E3.17,
O44874,CELE_R06B10.2 R06B10.2,
Q56VZ7,CELE_Y51A2D.21 Y51A2D.21,
Q20440,CELE_F45H7.2 F45H7.2,gei-1
Q86MI5,CELE_Y34B4A.4 Y34B4A.4,
H2L0N9,CELE_Y37E3.17 Y37E3.17,
A0A2C9C2T0,CELE_T24H10.7 T24H10.7,1-Jun
U4PB89,CELE_F52C12.4 F52C12.4,denn-4
U4PER8,CELE_Y55F3BR.2 Y55F3BR.2,
Q9UAW4,CELE_DC2.1 DC2.1,srh-80
Q1ZXT7,CELE_F27D4.4 F27D4.4,
Q9BKR1,CELE_Y67D2.4 Y67D2.4,
A0A164D3E0,CELE_D2063.4 D2063.4,irld-1
O17275,CELE_T27A1.5 T27A1.5,slc-36.2
O16968,CELE_T01G6.2 T01G6.2,nhr-131
Q9XUI5,CELE_ZK39.5 ZK39.5,clec-96
G5ECA6,C47F8.3 CELE_C47F8.3,
V6CK39,CELE_T22D1.17 T22D1.17,
Q9NA23,CELE_ZK512.9 ZK512.9,grl-11
A0A0K3AVM5,CELE_F53H2.1 F53H2.1,
Q65ZB3,CELE_ZK930.3 ZK930.3,vab-23
Q17985,C14E2.4 CELE_C14E2.4,
G5EBI2,CELE_F31E9.6 F31E9.6,
H2L0G0,CELE_W02F12.4 W02F12.4,
G5EE08,CELE_F16B12.8 F16B12.8,nhr-281
A0A4V0INJ5,C54G7.3 CELE_C54G7.3,lgx-1
Q9N4B5,CELE_Y77E11A.4 Y77E11A.4,jtr-1
O18030,CELE_T05F1.10 T05F1.10,dhs-4
U4PEB1,CELE_Y53F4B.25 Y53F4B.25,
O02060,B0041.1 CELE_B0041.1,
U4PQV7,CELE_R05D3.12 R05D3.12,
A0A2K5AU12,CELE_F43C9.2 F43C9.2,
Q19232,CELE_F08H9.1 F08H9.1,coh-3
O45403,CELE_F26D2.4 F26D2.4,srh-145
Q1ZXS1,CELE_T26H5.10 T26H5.10,
O45106,CELE_F56B3.5 F56B3.5,ech-5
